Entry Time,Entry Price,Exit Time,Exit Price,Direction,Volume,Profit/Loss,Profit %,Duration (min)
2026-05-14 00:53:00,4699.94400,2026-05-14 00:55:00,4701.44400,SELL,0.11,-16.50,-0.0319,2.0
2026-05-14 01:00:00,4704.52500,2026-05-14 01:01:00,4703.02500,BUY,0.1,-15.00,-0.0319,1.0
2026-05-14 01:06:00,4689.71400,2026-05-14 01:07:00,4688.66400,SELL,0.1,10.50,0.0224,1.0
2026-05-14 01:12:00,4691.40200,2026-05-14 01:13:00,4688.40200,SELL,0.1,30.00,0.0639,1.0
2026-05-14 01:19:00,4689.00400,2026-05-14 01:20:00,4690.50400,SELL,0.11,-16.50,-0.0320,1.0
2026-05-14 01:25:00,4692.55400,2026-05-14 01:26:00,4692.22800,SELL,0.11,3.59,0.0069,1.0
2026-05-14 01:31:00,4690.96900,2026-05-14 01:32:00,4691.42400,SELL,0.11,-5.00,-0.0097,1.0
2026-05-14 01:37:00,4691.37900,2026-05-14 01:38:00,4688.37900,SELL,0.11,33.00,0.0639,1.0
2026-05-14 01:43:00,4687.71900,2026-05-14 01:44:00,4688.61700,SELL,0.12,-10.78,-0.0192,1.0
2026-05-14 01:52:00,4685.10800,2026-05-14 01:53:00,4686.60800,SELL,0.11,-16.50,-0.0320,1.0
2026-05-14 01:58:00,4685.70700,2026-05-14 01:59:00,4687.20700,SELL,0.11,-16.50,-0.0320,1.0
2026-05-14 02:06:00,4691.73400,2026-05-14 02:08:00,4690.23400,BUY,0.1,-15.00,-0.0320,2.0
2026-05-14 02:13:00,4687.80100,2026-05-14 02:14:00,4688.43400,SELL,0.1,-6.33,-0.0135,1.0
2026-05-14 02:39:00,4695.02900,2026-05-14 02:40:00,4692.73800,SELL,0.1,22.91,0.0488,1.0
2026-05-14 02:45:00,4693.07700,2026-05-14 02:46:00,4691.34500,SELL,0.1,17.32,0.0369,1.0
2026-05-14 02:51:00,4684.47800,2026-05-14 02:52:00,4684.82900,SELL,0.11,-3.86,-0.0075,1.0
2026-05-14 03:06:00,4685.07300,2026-05-14 03:07:00,4683.35300,SELL,0.11,18.92,0.0367,1.0
2026-05-14 03:12:00,4683.48000,2026-05-14 03:13:00,4683.56400,SELL,0.11,-0.92,-0.0018,1.0
2026-05-14 03:19:00,4682.96800,2026-05-14 03:20:00,4684.46800,SELL,0.11,-16.50,-0.0320,1.0
2026-05-14 03:25:00,4688.50100,2026-05-14 03:26:00,4691.50100,BUY,0.11,33.00,0.0640,1.0
2026-05-14 03:31:00,4687.67300,2026-05-14 03:32:00,4686.58400,SELL,0.12,13.07,0.0232,1.0
2026-05-14 03:37:00,4684.71800,2026-05-14 03:38:00,4681.71800,SELL,0.12,36.00,0.0640,1.0
2026-05-14 03:43:00,4677.35400,2026-05-14 03:44:00,4676.42000,SELL,0.14,13.08,0.0200,1.0
2026-05-14 03:49:00,4676.95800,2026-05-14 03:50:00,4675.97100,SELL,0.14,13.82,0.0211,1.0
2026-05-14 03:55:00,4675.36800,2026-05-14 03:56:00,4675.88500,SELL,0.14,-7.24,-0.0111,1.0
2026-05-14 04:01:00,4672.36100,2026-05-14 04:02:00,4673.86100,SELL,0.14,-21.00,-0.0321,1.0
2026-05-14 04:07:00,4678.24000,2026-05-14 04:08:00,4679.06500,BUY,0.13,10.72,0.0176,1.0
2026-05-14 04:13:00,4680.70100,2026-05-14 04:14:00,4682.02300,BUY,0.14,18.51,0.0282,1.0
2026-05-14 04:19:00,4683.16300,2026-05-14 04:20:00,4684.62800,BUY,0.14,20.51,0.0313,1.0
2026-05-14 04:25:00,4697.96300,2026-05-14 04:26:00,4700.96300,BUY,0.15,45.00,0.0639,1.0
2026-05-14 04:33:00,4708.00100,2026-05-14 04:34:00,4709.02000,BUY,0.17,17.32,0.0216,1.0
2026-05-14 04:39:00,4707.44800,2026-05-14 04:40:00,4705.94800,BUY,0.17,-25.50,-0.0319,1.0
2026-05-14 04:45:00,4703.67000,2026-05-14 04:46:00,4704.53000,SELL,0.16,-13.76,-0.0183,1.0
2026-05-14 04:51:00,4704.08500,2026-05-14 04:52:00,4704.24000,SELL,0.16,-2.48,-0.0033,1.0
2026-05-14 04:57:00,4703.19700,2026-05-14 04:58:00,4703.13300,SELL,0.16,1.02,0.0014,1.0
2026-05-14 05:03:00,4700.32200,2026-05-14 05:04:00,4701.82200,SELL,0.16,-24.00,-0.0319,1.0
2026-05-14 05:09:00,4701.62400,2026-05-14 05:10:00,4703.12400,SELL,0.15,-22.50,-0.0319,1.0
2026-05-14 05:15:00,4699.01900,2026-05-14 05:16:00,4699.69800,SELL,0.14,-9.51,-0.0144,1.0
2026-05-14 05:21:00,4697.78800,2026-05-14 05:22:00,4697.65000,SELL,0.14,1.93,0.0029,1.0
2026-05-14 05:27:00,4693.68000,2026-05-14 05:28:00,4693.80500,SELL,0.14,-1.75,-0.0027,1.0
2026-05-14 05:44:00,4697.39400,2026-05-14 05:45:00,4698.89400,SELL,0.14,-21.00,-0.0319,1.0
2026-05-14 05:50:00,4700.62500,2026-05-14 05:51:00,4699.12500,BUY,0.13,-19.50,-0.0319,1.0
2026-05-14 05:56:00,4696.15800,2026-05-14 05:57:00,4697.29300,SELL,0.13,-14.75,-0.0242,1.0
2026-05-14 06:02:00,4689.33200,2026-05-14 06:03:00,4690.83200,SELL,0.12,-18.00,-0.0320,1.0
2026-05-14 06:08:00,4690.17300,2026-05-14 06:09:00,4687.17300,SELL,0.12,36.00,0.0640,1.0
2026-05-14 06:14:00,4687.65300,2026-05-14 06:15:00,4687.75100,SELL,0.13,-1.27,-0.0021,1.0
2026-05-14 06:40:00,4692.38900,2026-05-14 06:41:00,4692.71300,SELL,0.13,-4.21,-0.0069,1.0
2026-05-14 06:49:00,4695.56700,2026-05-14 06:50:00,4697.06700,SELL,0.13,-19.50,-0.0319,1.0
2026-05-14 06:56:00,4699.14800,2026-05-14 06:57:00,4700.64800,SELL,0.12,-18.00,-0.0319,1.0
2026-05-14 07:05:00,4697.56100,2026-05-14 07:06:00,4697.47100,SELL,0.11,0.99,0.0019,1.0
2026-05-14 07:11:00,4698.72700,2026-05-14 07:12:00,4696.89700,SELL,0.11,20.13,0.0389,1.0
2026-05-14 07:20:00,4695.67400,2026-05-14 07:21:00,4697.17400,SELL,0.12,-18.00,-0.0319,1.0
2026-05-14 07:26:00,4701.95300,2026-05-14 07:27:00,4704.95300,BUY,0.11,33.00,0.0638,1.0
2026-05-14 07:32:00,4707.16300,2026-05-14 07:33:00,4710.16300,BUY,0.13,39.00,0.0637,1.0
2026-05-14 07:38:00,4714.67200,2026-05-14 07:39:00,4713.17200,BUY,0.14,-21.00,-0.0318,1.0
2026-05-14 07:44:00,4709.32800,2026-05-14 07:45:00,4708.15500,SELL,0.13,15.25,0.0249,1.0
2026-05-14 07:50:00,4697.75900,2026-05-14 07:51:00,4698.99100,SELL,0.14,-17.25,-0.0262,1.0
2026-05-14 07:56:00,4698.37600,2026-05-14 07:57:00,4696.97700,SELL,0.13,18.19,0.0298,1.0
2026-05-14 08:05:00,4698.10600,2026-05-14 08:06:00,4697.35400,SELL,0.14,10.53,0.0160,1.0
2026-05-14 08:11:00,4697.74900,2026-05-14 08:13:00,4699.24900,SELL,0.14,-21.00,-0.0319,2.0
2026-05-14 08:18:00,4700.30400,2026-05-14 08:20:00,4701.72700,BUY,0.13,18.50,0.0303,2.0
2026-05-14 08:25:00,4703.39400,2026-05-14 08:26:00,4702.64400,BUY,0.14,-10.50,-0.0159,1.0
2026-05-14 08:31:00,4703.35300,2026-05-14 08:33:00,4702.60900,BUY,0.14,-10.42,-0.0158,2.0
2026-05-14 08:38:00,4703.24200,2026-05-14 08:39:00,4701.74200,BUY,0.13,-19.50,-0.0319,1.0
2026-05-14 08:44:00,4697.12700,2026-05-14 08:45:00,4696.21300,SELL,0.13,11.88,0.0195,1.0
2026-05-14 08:50:00,4694.57300,2026-05-14 08:51:00,4694.54000,SELL,0.13,0.43,0.0007,1.0
2026-05-14 08:57:00,4694.12600,2026-05-14 08:58:00,4694.55300,SELL,0.13,-5.55,-0.0091,1.0
2026-05-14 09:03:00,4692.20700,2026-05-14 09:04:00,4692.72300,SELL,0.13,-6.71,-0.0110,1.0
2026-05-14 09:21:00,4694.74700,2026-05-14 09:22:00,4694.80900,SELL,0.13,-0.81,-0.0013,1.0
2026-05-14 09:27:00,4691.66900,2026-05-14 09:28:00,4693.16900,SELL,0.13,-19.50,-0.0320,1.0
2026-05-14 09:35:00,4692.31500,2026-05-14 09:36:00,4689.31500,SELL,0.12,36.00,0.0639,1.0
2026-05-14 09:41:00,4695.02300,2026-05-14 09:43:00,4695.85200,BUY,0.13,10.78,0.0177,2.0
2026-05-14 09:49:00,4700.09100,2026-05-14 09:50:00,4699.74000,BUY,0.13,-4.56,-0.0075,1.0
2026-05-14 09:56:00,4700.41900,2026-05-14 09:57:00,4700.78400,BUY,0.13,4.74,0.0078,1.0
2026-05-14 10:11:00,4703.74000,2026-05-14 10:12:00,4702.24000,BUY,0.13,-19.50,-0.0319,1.0
2026-05-14 10:17:00,4697.14000,2026-05-14 10:18:00,4696.82000,SELL,0.13,4.16,0.0068,1.0
2026-05-14 10:23:00,4695.11100,2026-05-14 10:24:00,4694.41000,SELL,0.13,9.11,0.0149,1.0
2026-05-14 10:32:00,4695.88500,2026-05-14 10:34:00,4696.65600,SELL,0.13,-10.02,-0.0164,2.0
2026-05-14 10:39:00,4696.20300,2026-05-14 10:40:00,4694.96000,SELL,0.13,16.16,0.0265,1.0
2026-05-14 10:45:00,4693.91400,2026-05-14 10:46:00,4693.54300,SELL,0.13,4.82,0.0079,1.0
2026-05-14 10:51:00,4691.93900,2026-05-14 10:52:00,4691.92800,SELL,0.14,0.15,0.0002,1.0
2026-05-14 11:03:00,4695.44300,2026-05-14 11:04:00,4695.04500,SELL,0.14,5.57,0.0085,1.0
2026-05-14 11:17:00,4695.24000,2026-05-14 11:18:00,4696.05300,SELL,0.14,-11.38,-0.0173,1.0
2026-05-14 11:23:00,4693.42000,2026-05-14 11:24:00,4693.67500,SELL,0.13,-3.32,-0.0054,1.0
2026-05-14 11:29:00,4692.00100,2026-05-14 11:31:00,4691.45500,SELL,0.13,7.10,0.0116,2.0
2026-05-14 11:57:00,4696.98800,2026-05-14 11:58:00,4698.48800,SELL,0.14,-21.00,-0.0319,1.0
2026-05-14 12:03:00,4696.59400,2026-05-14 12:04:00,4696.14700,SELL,0.13,5.81,0.0095,1.0
2026-05-14 12:18:00,4699.38400,2026-05-14 12:19:00,4700.88400,SELL,0.13,-19.50,-0.0319,1.0
2026-05-14 12:24:00,4705.39100,2026-05-14 12:25:00,4704.76100,BUY,0.12,-7.56,-0.0134,1.0
2026-05-14 12:33:00,4707.47400,2026-05-14 12:34:00,4705.97400,BUY,0.12,-18.00,-0.0319,1.0
2026-05-14 12:42:00,4704.61700,2026-05-14 12:43:00,4701.61700,SELL,0.12,36.00,0.0638,1.0
2026-05-14 12:48:00,4701.20900,2026-05-14 12:49:00,4702.70900,SELL,0.13,-19.50,-0.0319,1.0
2026-05-14 12:58:00,4704.19800,2026-05-14 12:59:00,4704.89800,BUY,0.12,8.40,0.0149,1.0
2026-05-14 14:11:00,4687.46100,2026-05-14 14:13:00,4685.96100,BUY,0.12,-18.00,-0.0320,2.0
2026-05-14 14:18:00,4693.27500,2026-05-14 14:19:00,4694.45100,BUY,0.12,14.11,0.0251,1.0
2026-05-14 15:13:00,4685.62600,2026-05-14 15:14:00,4684.98600,BUY,0.12,-7.68,-0.0137,1.0
2026-05-14 15:19:00,4687.32200,2026-05-14 15:20:00,4686.37100,BUY,0.12,-11.41,-0.0203,1.0
2026-05-14 15:25:00,4687.80100,2026-05-14 15:26:00,4688.23600,BUY,0.12,5.22,0.0093,1.0
2026-05-14 15:34:00,4688.48400,2026-05-14 15:35:00,4687.80800,BUY,0.12,-8.11,-0.0144,1.0
2026-05-14 15:56:00,4685.64200,2026-05-14 15:57:00,4685.69000,BUY,0.12,0.58,0.0010,1.0
2026-05-14 16:21:00,4680.21300,2026-05-14 16:22:00,4678.71300,BUY,0.12,-18.00,-0.0320,1.0
2026-05-14 16:27:00,4677.86300,2026-05-14 16:28:00,4676.80400,SELL,0.11,11.65,0.0226,1.0
2026-05-14 16:33:00,4674.86500,2026-05-14 16:34:00,4674.46000,SELL,0.11,4.45,0.0087,1.0
2026-05-14 16:39:00,4672.97300,2026-05-14 16:40:00,4672.89700,SELL,0.11,0.84,0.0016,1.0
2026-05-14 17:09:00,4679.90000,2026-05-14 17:13:00,4679.57800,SELL,0.12,3.86,0.0069,4.0
2026-05-14 17:29:00,4677.35400,2026-05-14 17:30:00,4678.85400,SELL,0.12,-18.00,-0.0321,1.0
2026-05-14 17:43:00,4680.81900,2026-05-14 17:44:00,4681.22900,BUY,0.11,4.51,0.0088,1.0
2026-05-14 17:49:00,4680.86000,2026-05-14 17:52:00,4679.36000,BUY,0.11,-16.50,-0.0320,3.0
2026-05-14 17:57:00,4678.69600,2026-05-14 17:58:00,4678.13100,SELL,0.11,6.21,0.0121,1.0
2026-05-14 18:03:00,4670.95700,2026-05-14 18:04:00,4670.18700,SELL,0.11,8.47,0.0165,1.0
2026-05-14 18:09:00,4672.30000,2026-05-14 18:11:00,4673.80000,SELL,0.11,-16.50,-0.0321,2.0
2026-05-14 18:17:00,4674.73600,2026-05-14 18:18:00,4674.44100,BUY,0.11,-3.25,-0.0063,1.0
2026-05-14 18:25:00,4675.40800,2026-05-14 18:26:00,4675.29900,BUY,0.1,-1.09,-0.0023,1.0
2026-05-14 18:58:00,4670.88400,2026-05-14 18:59:00,4671.41900,BUY,0.1,5.35,0.0115,1.0
2026-05-14 19:20:00,4668.75000,2026-05-14 19:23:00,4667.25000,BUY,0.11,-16.50,-0.0321,3.0
2026-05-14 19:28:00,4667.08300,2026-05-14 19:29:00,4664.08300,SELL,0.1,30.00,0.0643,1.0
2026-05-14 19:34:00,4664.75800,2026-05-14 19:35:00,4664.12500,SELL,0.11,6.96,0.0136,1.0
2026-05-14 19:40:00,4660.03800,2026-05-14 19:41:00,4657.03800,SELL,0.11,33.00,0.0644,1.0
2026-05-14 19:46:00,4655.53200,2026-05-14 19:47:00,4654.71200,SELL,0.12,9.84,0.0176,1.0
2026-05-14 19:56:00,4654.57300,2026-05-14 19:57:00,4654.21200,SELL,0.13,4.69,0.0078,1.0
2026-05-14 20:03:00,4652.24100,2026-05-14 20:04:00,4650.09900,SELL,0.13,27.85,0.0460,1.0
2026-05-14 20:09:00,4651.58000,2026-05-14 20:10:00,4651.95000,SELL,0.14,-5.18,-0.0080,1.0
2026-05-14 20:15:00,4650.09800,2026-05-14 20:16:00,4648.55800,SELL,0.14,21.56,0.0331,1.0
2026-05-14 20:21:00,4648.96100,2026-05-14 20:22:00,4648.84900,SELL,0.14,1.57,0.0024,1.0
2026-05-14 20:27:00,4648.07700,2026-05-14 20:28:00,4647.89200,SELL,0.14,2.59,0.0040,1.0
2026-05-14 20:33:00,4647.72600,2026-05-14 20:34:00,4647.82600,SELL,0.14,-1.40,-0.0022,1.0
2026-05-14 20:39:00,4646.25800,2026-05-14 20:40:00,4647.75800,SELL,0.14,-21.00,-0.0323,1.0
2026-05-14 20:45:00,4651.51300,2026-05-14 20:46:00,4651.52700,BUY,0.14,0.20,0.0003,1.0
2026-05-14 20:53:00,4651.18700,2026-05-14 20:54:00,4651.44600,BUY,0.14,3.63,0.0056,1.0
2026-05-14 22:04:00,4653.04000,2026-05-14 22:05:00,4653.91400,BUY,0.14,12.24,0.0188,1.0
2026-05-14 22:10:00,4657.36900,2026-05-14 22:12:00,4655.86900,BUY,0.14,-21.00,-0.0322,2.0
2026-05-14 22:17:00,4656.92200,2026-05-14 22:18:00,4658.89600,BUY,0.14,27.64,0.0424,1.0
2026-05-14 22:23:00,4657.60500,2026-05-14 22:26:00,4658.85100,BUY,0.14,17.44,0.0268,3.0
2026-05-14 22:31:00,4661.43200,2026-05-14 22:32:00,4661.50100,BUY,0.15,1.04,0.0015,1.0
2026-05-14 22:38:00,4659.70800,2026-05-14 22:39:00,4660.63200,BUY,0.15,13.86,0.0198,1.0
2026-05-14 22:44:00,4661.62900,2026-05-14 22:47:00,4661.56900,BUY,0.16,-0.96,-0.0013,3.0
2026-05-14 22:54:00,4662.66300,2026-05-14 22:57:00,4662.13800,BUY,0.16,-8.40,-0.0113,3.0
2026-05-14 23:03:00,4662.93200,2026-05-14 23:04:00,4662.84700,BUY,0.15,-1.28,-0.0018,1.0
2026-05-14 23:28:00,4662.56600,2026-05-14 23:29:00,4663.70600,BUY,0.15,17.10,0.0245,1.0
2026-05-15 00:15:00,4655.79200,2026-05-15 00:16:00,4654.29200,BUY,0.16,-24.00,-0.0322,1.0
2026-05-15 00:22:00,4647.04500,2026-05-15 00:23:00,4645.96200,SELL,0.15,16.24,0.0233,1.0
2026-05-15 00:28:00,4631.08400,2026-05-15 00:29:00,4629.71200,SELL,0.16,21.95,0.0296,1.0
2026-05-15 00:34:00,4624.21300,2026-05-15 00:35:00,4622.85000,SELL,0.16,21.81,0.0295,1.0
2026-05-15 00:40:00,4616.96100,2026-05-15 00:41:00,4613.96100,SELL,0.17,51.00,0.0650,1.0
2026-05-15 00:53:00,4618.25900,2026-05-15 00:54:00,4619.75900,SELL,0.19,-28.50,-0.0325,1.0
2026-05-15 01:04:00,4622.68600,2026-05-15 01:05:00,4619.68600,SELL,0.18,54.00,0.0649,1.0
2026-05-15 01:10:00,4610.06200,2026-05-15 01:11:00,4610.92200,SELL,0.2,-17.20,-0.0187,1.0
2026-05-15 01:25:00,4618.80200,2026-05-15 01:26:00,4615.80200,SELL,0.19,57.00,0.0650,1.0
2026-05-15 01:31:00,4612.81700,2026-05-15 01:32:00,4614.31700,SELL,0.21,-31.50,-0.0325,1.0
2026-05-15 01:42:00,4621.66700,2026-05-15 01:43:00,4621.24000,BUY,0.2,-8.54,-0.0092,1.0
2026-05-15 02:05:00,4614.06500,2026-05-15 02:06:00,4612.56500,BUY,0.2,-30.00,-0.0325,1.0
2026-05-15 02:13:00,4614.52400,2026-05-15 02:14:00,4612.93700,SELL,0.19,30.15,0.0344,1.0
2026-05-15 02:19:00,4613.63300,2026-05-15 02:20:00,4615.13300,SELL,0.2,-30.00,-0.0325,1.0
2026-05-15 02:27:00,4613.80800,2026-05-15 02:28:00,4612.76200,SELL,0.19,19.87,0.0227,1.0
2026-05-15 02:33:00,4611.43600,2026-05-15 02:34:00,4612.93600,SELL,0.19,-28.50,-0.0325,1.0
2026-05-15 02:39:00,4613.04300,2026-05-15 02:40:00,4612.40700,SELL,0.18,11.45,0.0138,1.0
2026-05-15 02:46:00,4612.84900,2026-05-15 02:47:00,4614.34900,SELL,0.19,-28.50,-0.0325,1.0
2026-05-15 02:53:00,4619.40900,2026-05-15 02:54:00,4620.90500,BUY,0.18,26.93,0.0324,1.0
2026-05-15 03:42:00,4616.77500,2026-05-15 03:44:00,4615.27500,BUY,0.19,-28.50,-0.0325,2.0
2026-05-15 03:49:00,4615.58800,2026-05-15 03:50:00,4615.34100,BUY,0.18,-4.45,-0.0054,1.0
2026-05-15 03:58:00,4615.86800,2026-05-15 04:00:00,4615.37000,BUY,0.17,-8.47,-0.0108,2.0
2026-05-15 04:05:00,4618.03600,2026-05-15 04:07:00,4618.65000,BUY,0.17,10.44,0.0133,2.0
2026-05-15 04:13:00,4620.11700,2026-05-15 04:14:00,4619.83900,BUY,0.18,-5.00,-0.0060,1.0
2026-05-15 04:34:00,4614.27700,2026-05-15 04:35:00,4613.50800,BUY,0.17,-13.07,-0.0167,1.0
2026-05-15 06:13:00,4569.48700,2026-05-15 06:14:00,4567.98700,BUY,0.17,-25.50,-0.0328,1.0
2026-05-15 06:19:00,4575.47400,2026-05-15 06:20:00,4573.97400,BUY,0.16,-24.00,-0.0328,1.0
2026-05-15 06:25:00,4574.02600,2026-05-15 06:26:00,4575.52600,SELL,0.15,-22.50,-0.0328,1.0
2026-05-15 06:34:00,4575.11700,2026-05-15 06:35:00,4575.34700,SELL,0.15,-3.45,-0.0050,1.0
2026-05-15 06:40:00,4572.06800,2026-05-15 06:41:00,4570.85900,SELL,0.14,16.93,0.0264,1.0
2026-05-15 06:46:00,4570.61800,2026-05-15 06:47:00,4568.68900,SELL,0.15,28.94,0.0422,1.0
2026-05-15 06:54:00,4569.05800,2026-05-15 06:55:00,4570.55800,SELL,0.16,-24.00,-0.0328,1.0
2026-05-15 07:00:00,4568.07200,2026-05-15 07:01:00,4569.57200,SELL,0.15,-22.50,-0.0328,1.0
2026-05-15 07:08:00,4573.39000,2026-05-15 07:09:00,4576.39000,BUY,0.14,42.00,0.0656,1.0
2026-05-15 07:14:00,4585.62000,2026-05-15 07:15:00,4584.12000,BUY,0.16,-24.00,-0.0327,1.0
2026-05-15 07:20:00,4586.39200,2026-05-15 07:21:00,4587.56500,BUY,0.15,17.59,0.0256,1.0
2026-05-15 08:44:00,4562.26800,2026-05-15 08:45:00,4561.15800,BUY,0.16,-17.76,-0.0243,1.0
2026-05-15 08:50:00,4560.68300,2026-05-15 08:52:00,4559.18300,BUY,0.15,-22.50,-0.0329,2.0
2026-05-15 08:57:00,4555.29700,2026-05-15 08:58:00,4553.70500,SELL,0.14,22.29,0.0349,1.0
2026-05-15 09:03:00,4554.08600,2026-05-15 09:04:00,4555.58600,SELL,0.15,-22.50,-0.0329,1.0
2026-05-15 09:09:00,4554.57500,2026-05-15 09:10:00,4551.57500,SELL,0.14,42.00,0.0659,1.0
2026-05-15 09:15:00,4542.93500,2026-05-15 09:16:00,4539.93500,SELL,0.16,48.00,0.0660,1.0
2026-05-15 09:29:00,4553.52900,2026-05-15 09:30:00,4553.54400,BUY,0.17,0.25,0.0003,1.0
2026-05-15 09:35:00,4552.52700,2026-05-15 09:36:00,4551.02700,BUY,0.17,-25.50,-0.0329,1.0
2026-05-15 09:41:00,4547.99100,2026-05-15 09:42:00,4548.29700,SELL,0.16,-4.90,-0.0067,1.0
2026-05-15 09:47:00,4541.33600,2026-05-15 09:48:00,4539.46100,SELL,0.16,30.00,0.0413,1.0
2026-05-15 09:53:00,4541.06700,2026-05-15 09:55:00,4542.56700,SELL,0.17,-25.50,-0.0330,2.0
2026-05-15 10:02:00,4547.75500,2026-05-15 10:03:00,4546.25500,BUY,0.16,-24.00,-0.0330,1.0
2026-05-15 10:08:00,4556.91800,2026-05-15 10:09:00,4558.40600,BUY,0.16,23.81,0.0327,1.0
2026-05-15 10:14:00,4560.89700,2026-05-15 10:15:00,4562.01900,BUY,0.16,17.95,0.0246,1.0
2026-05-15 10:20:00,4560.06800,2026-05-15 10:21:00,4558.56800,BUY,0.17,-25.50,-0.0329,1.0
2026-05-15 10:26:00,4554.54400,2026-05-15 10:27:00,4553.30100,SELL,0.16,19.89,0.0273,1.0
2026-05-15 10:32:00,4553.63100,2026-05-15 10:33:00,4555.13100,SELL,0.17,-25.50,-0.0329,1.0
2026-05-15 10:38:00,4552.37900,2026-05-15 10:39:00,4552.50600,SELL,0.16,-2.03,-0.0028,1.0
2026-05-15 11:02:00,4564.53500,2026-05-15 11:03:00,4564.08200,SELL,0.16,7.25,0.0099,1.0
2026-05-15 11:08:00,4562.91400,2026-05-15 11:09:00,4564.41400,SELL,0.16,-24.00,-0.0329,1.0
2026-05-15 11:16:00,4564.02000,2026-05-15 11:17:00,4565.52000,SELL,0.15,-22.50,-0.0329,1.0
2026-05-15 11:22:00,4563.98800,2026-05-15 11:23:00,4564.00500,SELL,0.15,-0.25,-0.0004,1.0
2026-05-15 11:28:00,4561.73400,2026-05-15 11:29:00,4562.11200,SELL,0.15,-5.67,-0.0083,1.0
2026-05-15 11:34:00,4559.57500,2026-05-15 11:35:00,4559.68400,SELL,0.14,-1.53,-0.0024,1.0
2026-05-15 11:40:00,4553.16100,2026-05-15 11:41:00,4552.35900,SELL,0.14,11.23,0.0176,1.0
2026-05-15 11:54:00,4554.21000,2026-05-15 11:55:00,4551.21000,SELL,0.15,45.00,0.0659,1.0
2026-05-15 12:00:00,4549.87900,2026-05-15 12:01:00,4546.87900,SELL,0.16,48.00,0.0659,1.0
2026-05-15 12:06:00,4550.86300,2026-05-15 12:07:00,4550.93600,SELL,0.18,-1.31,-0.0016,1.0
2026-05-15 12:12:00,4550.14500,2026-05-15 12:13:00,4550.59900,SELL,0.18,-8.17,-0.0100,1.0
2026-05-15 12:18:00,4547.03800,2026-05-15 12:19:00,4548.53800,SELL,0.17,-25.50,-0.0330,1.0
2026-05-15 12:29:00,4555.16200,2026-05-15 12:30:00,4552.16200,SELL,0.17,51.00,0.0659,1.0
2026-05-15 12:36:00,4552.75500,2026-05-15 12:37:00,4549.75500,SELL,0.18,54.00,0.0659,1.0
2026-05-15 12:42:00,4545.18500,2026-05-15 12:43:00,4546.68500,SELL,0.2,-30.00,-0.0330,1.0
2026-05-15 12:58:00,4551.98400,2026-05-15 12:59:00,4550.48400,BUY,0.19,-28.50,-0.0330,1.0
2026-05-15 13:04:00,4544.27300,2026-05-15 13:05:00,4545.77300,SELL,0.18,-27.00,-0.0330,1.0
2026-05-15 13:10:00,4540.04600,2026-05-15 13:11:00,4541.54600,SELL,0.17,-25.50,-0.0330,1.0
2026-05-15 13:23:00,4552.28200,2026-05-15 13:24:00,4554.34300,BUY,0.16,32.98,0.0453,1.0
2026-05-15 14:30:00,4558.11300,2026-05-15 14:31:00,4556.61300,BUY,0.18,-27.00,-0.0329,1.0
2026-05-15 14:39:00,4555.97000,2026-05-15 14:41:00,4552.97000,SELL,0.17,51.00,0.0658,2.0
2026-05-15 14:46:00,4551.32100,2026-05-15 14:47:00,4552.82100,SELL,0.18,-27.00,-0.0330,1.0
2026-05-15 14:52:00,4549.22400,2026-05-15 14:53:00,4550.72400,SELL,0.17,-25.50,-0.0330,1.0
2026-05-15 15:02:00,4553.47400,2026-05-15 15:03:00,4554.97400,SELL,0.17,-25.50,-0.0329,1.0
2026-05-15 15:08:00,4556.20500,2026-05-15 15:09:00,4557.70500,SELL,0.16,-24.00,-0.0329,1.0
2026-05-15 15:14:00,4552.36500,2026-05-15 15:15:00,4553.86500,SELL,0.15,-22.50,-0.0329,1.0
2026-05-15 15:20:00,4550.85500,2026-05-15 15:21:00,4549.90700,SELL,0.14,13.27,0.0208,1.0
2026-05-15 15:26:00,4545.47400,2026-05-15 15:27:00,4546.97400,SELL,0.15,-22.50,-0.0330,1.0
2026-05-15 15:34:00,4543.87300,2026-05-15 15:35:00,4545.37300,SELL,0.14,-21.00,-0.0330,1.0
2026-05-15 15:40:00,4543.79100,2026-05-15 15:41:00,4543.73300,SELL,0.13,0.75,0.0013,1.0
2026-05-15 15:46:00,4542.41500,2026-05-15 15:47:00,4541.23000,SELL,0.13,15.41,0.0261,1.0
2026-05-15 15:52:00,4538.99800,2026-05-15 15:53:00,4537.99900,SELL,0.14,13.99,0.0220,1.0
2026-05-15 15:58:00,4536.71100,2026-05-15 15:59:00,4538.21100,SELL,0.14,-21.00,-0.0331,1.0
2026-05-15 16:04:00,4535.79500,2026-05-15 16:05:00,4535.57500,SELL,0.13,2.86,0.0049,1.0
2026-05-15 16:10:00,4531.35100,2026-05-15 16:11:00,4531.52600,SELL,0.14,-2.45,-0.0039,1.0
2026-05-15 16:49:00,4545.19200,2026-05-15 16:50:00,4546.69200,SELL,0.13,-19.50,-0.0330,1.0
2026-05-15 16:55:00,4542.69500,2026-05-15 16:56:00,4543.14900,SELL,0.13,-5.90,-0.0100,1.0
2026-05-15 17:29:00,4557.59900,2026-05-15 17:30:00,4559.09900,SELL,0.13,-19.50,-0.0329,1.0
2026-05-15 17:35:00,4562.09200,2026-05-15 17:37:00,4560.59200,BUY,0.12,-18.00,-0.0329,2.0
